,ID,noise
0,201235927,169.6951263532413
1,201247149,350.5489290079438
2,201247436,189.493905897778
3,201248233,1833.8340186162425
4,201248310,197.7687419514897
5,201248411,192.27198449566131
6,201248647,222.96989974206573
7,201249058,101.15900813492807
8,201249189,275.71873512746123
9,201249689,338.85006190561495
10,201249819,236.04281407597767
11,201250285,144.21022199013706
12,201250317,143.8371175314714
13,201250789,263.92138094023767
14,201251167,778.3924599847078
15,201251409,466.98591934378334
16,201251549,89.40534597262825
17,201251679,93.9826103485996
18,201251742,179.16011930078918
19,201251925,258.4035514668056
20,266877890,64.30030147754782
21,266878087,269.2718501822201
22,266878145,337.7822313129141
23,266879521,304.9021069390758
24,266879752,227.8362393118844
25,266880616,260.91032660596437
26,266880621,163.663938638643
27,266880925,244.7125137086567
28,266903338,899.0441812397664
29,266903530,340.399940901596
30,266903576,259.2910003048227
31,266903893,313.47333515366716
32,266903895,312.73510025648665
33,267083739,82.43344924311107
34,267092279,73.52253095091795
35,290405784,151.1400017472346
36,290405947,92.78293954331518
37,290461578,363.64267482973685
38,290463663,112.08530966016373
39,293571145,135.68831374797608
40,293571273,209.6124086219787
41,293618559,98.84229733298136
42,293618595,126.21354900921251
43,293618677,2758.6297349888305
44,321908075,152.00447292535588
45,321908147,105.56655126393404
46,321908163,234.9186253778458
47,321928020,172.67789966621106
48,321928346,223.36531127317815
49,321977493,130.09969799106406
50,355652342,173.23181397324512
51,355652626,345.7542077057638
52,355653467,95.55961218355196
53,355653519,199.9652615738484
54,355686920,403.66411481541604
55,355687188,180.52952152317943
56,355687496,282.3395574563037
57,355687729,140.18344356495342
58,355688238,294.0154692188749
59,355688321,137.42153043378474
60,355688500,292.79673368611697
61,355688890,98.84484750030342
62,355689206,101.76728431573211
63,355689565,134.6226083011201
64,355703913,1260.4091880006845
65,355704285,224.92780257798302
66,355704636,1658.9011493617602
67,355705451,94.2595224223875
68,355705959,330.8421633754665
69,382473334,86.97954350505907
70,382473600,64.112909447437
71,412063998,518.4337516286711
72,412064093,235.4281018832021
73,412064386,88.41919902414381
