,ID,noise
0,266877890,64.30030147754782
1,266878949,359.17926363360453
2,266879521,304.9021069390758
3,266879734,350.5965735302252
4,266879800,710.8232178604887
5,266880925,244.7125137086567
6,266903530,340.399940901596
7,266903893,313.47333515366716
8,266903895,312.73510025648665
9,267083739,82.43344924311107
10,267092045,291.54365803414754
11,267092275,245.30997535024312
12,267092279,73.52253095091795
13,290463663,112.08530966016373
14,290464177,407.28720029548566
15,290464275,353.30524639633904
16,293571051,105.27347678428468
17,293571273,209.6124086219787
18,293618329,356.5088214783112
19,293618559,98.84229733298136
20,293618594,927.3954897781824
21,322305879,322.7588303126504
22,410271840,901.5826485652452
23,412064019,257.0131070044642
24,412064070,2378.2538258556056
25,412064189,365.70705272636354
26,412064196,246.1730425572153
27,412064277,112.90884145324871
28,412064313,111.43859251881013
29,412064386,88.41919902414381
30,412064854,183.384329588542
31,412064878,363.9147906458938
32,412065722,240.04560977828567
33,412066335,129.7060512416917
34,412066520,237.79200318490143
35,412066778,428.8713283069645
36,412067960,400.50351702899115
37,412068261,159.3468426879077
38,266903488,222.03648108706932
39,266904464,94.17376523470553
40,266904782,141.67811144578016
41,266905315,116.50412644658284
42,266905588,110.91590035883232
43,266905677,194.72081289541802
44,266905680,72.34536650114177
45,266906009,182.3683028159514
46,266906493,424.6479925953688
47,266906525,246.54015841571672
48,266906617,272.162337175173
49,266907710,75.68047186619955
50,266923326,640.1700698752138
51,266923891,262.7106483741412
52,266924496,394.57435423565283
53,266924659,557.5914997644016
54,290483018,270.15580080881597
55,290484680,348.43232946696907
56,327856833,387.6863371721632
57,327856894,63.04104648025115
58,327857196,92.13165009145872
59,327857220,209.4488406120292
60,327857244,446.00792705452426
61,327857282,81.86108075936899
62,327857572,227.23452318645
63,327857918,65.12347955323871
64,327857934,259.6307416158776
65,327857952,80.55937208696763
66,327857969,312.3061018024385
67,327858077,437.1017236225961
68,327914956,131.9326308101564
69,327915049,149.4790321640398
70,327915121,107.87994828559569
71,327915183,187.08041357426816
72,327915196,3838.39136501836
73,327915464,125.03309284315958
74,327916237,402.7936058269679
75,327916563,327.5552997051858
76,410271818,4822.886072862049
77,410272384,15743.350611877404
78,412067288,217.99761471530292
79,615632708,0.0
80,266924067,195.5227905066567
81,266925035,368.6450249591768
82,266925074,74595.50491084179
83,266925522,352.70311977139994
84,266926314,102.17689221209349
85,266926496,227.14514929126148
86,266926980,294.597605216305
87,266927338,99.00011769143451
88,266966571,377.8052098607685
89,266967095,258.91974738428127
90,266967749,315.75819788480993
